Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
6,2,Acerto,0.5
11,3,Erro,0.3333
16,4,Acerto,0.5
21,5,Acerto,0.6
26,6,Acerto,0.6667
31,7,Erro,0.5714
36,8,Acerto,0.625
41,9,Acerto,0.6667
46,10,Acerto,0.7
51,11,Erro,0.6364
56,12,Erro,0.5833
61,13,Acerto,0.6154
66,14,Erro,0.5714
71,15,Acerto,0.6
76,16,Acerto,0.625
81,17,Acerto,0.6471
86,18,Erro,0.6111
91,19,Acerto,0.6316
96,20,Erro,0.6
101,21,Acerto,0.619
106,22,Acerto,0.6364
111,23,Acerto,0.6522
116,24,Acerto,0.6667
121,25,Acerto,0.68
126,26,Acerto,0.6923
131,27,Erro,0.6667
136,28,Erro,0.6429
141,29,Erro,0.6207
146,30,Acerto,0.6333
151,31,Erro,0.6129
156,32,Erro,0.5938
161,33,Erro,0.5758
166,34,Acerto,0.5882
171,35,Acerto,0.6
176,36,Acerto,0.6111
181,37,Acerto,0.6216
186,38,Acerto,0.6316
191,39,Acerto,0.641
196,40,Acerto,0.65
201,41,Acerto,0.6585
206,42,Acerto,0.6667
211,43,Acerto,0.6744
216,44,Erro,0.6591
221,45,Acerto,0.6667
226,46,Acerto,0.6739
231,47,Acerto,0.6809
236,48,Acerto,0.6875
241,49,Erro,0.6735
246,50,Acerto,0.68
251,51,Acerto,0.6863
